"cell_id","study","method","R","n_est","IE_mean","bias","bias_se","RMSE","cover95","cover_se","width","rej0","rej0_se","DE_bias","DE_cover95","DE_width","AUPRC","AUPRC_se","F1","balrec","balrec_se","ess_ie","fit_cpu","ess_per_sec","mix_rate","n_rep","R_target","complete"
"25_S1_n100_d50_scI_b2_eta0.05_a3_dm0_gibbs","S1","BalMed",200,200,0.734403274887124,0.0677366082204577,0.0101012830482144,0.157776411475291,0.73,0.0314714515284334,0.358954744155015,0.99,0.00705327893384297,0.0382032270613366,0.82,0.220980747266445,0.901552427777217,0.00803013792972312,0.789786068678484,0.860439497580005,0.00654466638386638,5902.92043425298,4145.424465,1.42304096374965,0.65195625,200,200,TRUE
"26_S2_n100_d30_scI_b0_eta0.2_a3_dm0_gibbs","S2","BalMed",200,200,-0.0114261961825848,-0.0114261961825848,0.00262971147403402,0.0388164792852144,0.805,0.0280859234399972,0.10826062319689,0.195,0.0280859234399972,0.034882887569499,0.775,0.191752381504381,0.94661404316287,0.00524997493768447,0.806324178397842,0.876489098949163,0.00583854245784727,8770.21999727772,3534.20715,2.48323373114009,0.6387345,200,200,TRUE
"27_S2_n100_d30_scI_b2_eta0.2_a3_dm0_gibbs","S2","BalMed",200,200,0.715627080745099,0.0489604140784325,0.00857539447729476,0.130503114309712,0.795,0.0286176492613602,0.343300510985024,0.99,0.00705327893384297,0.026380311030694,0.84,0.212570762517171,0.944344910269736,0.00530764846784528,0.800647439806496,0.871506737377642,0.00607310675109044,7139.23675665532,3533.98668,2.0231620044827,0.6701525,200,200,TRUE
"28_S2_n100_d50_scI_b0_eta0.2_a3_dm0_gibbs","S2","BalMed",200,200,-0.0356831743868625,-0.0356831743868625,0.00318989626675734,0.0574299672180392,0.73,0.0314714515284334,0.133868282359874,0.27,0.0314714515284334,0.104641682955205,0.485,0.234334708011698,0.845165056714231,0.0101385673905784,0.562614011018159,0.760388221198763,0.00569396930473242,4989.28151760259,4120.042585,1.21352575770653,0.851238,200,200,TRUE
"29_S2_n100_d50_scI_b2_eta0.2_a3_dm0_gibbs","S2","BalMed",200,200,0.799092115236433,0.132425448569766,0.0119095683821055,0.213921072873771,0.585,0.0349281387189735,0.44992335561106,0.965,0.0130278017366881,0.0746231747164491,0.7,0.274990073160297,0.846894589577707,0.0103175749126824,0.566887595002891,0.761250301953635,0.00566461914828705,2927.22122407834,4127.101535,0.710056252180404,0.88203775,200,200,TRUE
"30_S2_n100_d100_scI_b0_eta0.2_a3_dm0_gibbs","S2","BalMed",200,200,-0.252993009095562,-0.252993009095562,0.010997105415624,0.296768919916109,0.175,0.0269351538433107,0.276561416618867,0.825,0.0269351538433107,0.454562016046551,0.1,0.320654773235173,0.332656685021638,0.0132154733673684,0.229345280593373,0.654975988471364,0.00878949518360971,1546.68921130282,6362.105075,0.242647361460737,0.63515975,200,200,TRUE
"31_S2_n100_d100_scI_b2_eta0.2_a3_dm0_gibbs","S2","BalMed",200,200,0.787079157013507,0.12041249034684,0.0474096080166228,0.679548146459987,0.385,0.034493827282617,1.07841712654143,0.825,0.0269351538433107,0.345949210068654,0.345,0.541751076613316,0.438065808088419,0.0165055840719306,0.238007485873858,0.644659000010257,0.00655685697826754,1168.86673728027,6883.84766,0.177578655746352,0.72635825,200,200,TRUE
"32_S3_n100_d50_scI_b0_eta0.2_a1_dm0_gibbs","S3","BalMed",200,200,-0.0181448178716807,-0.0181448178716807,0.00294728651512174,0.0453635038135055,0.835,0.0263122914892847,0.1376994999633,0.165,0.0263122914892847,0.0420911649225282,0.72,0.27016323926054,0.876757042661289,0.0142801567355135,0.389355774033594,0.646696416254048,0.0130995522419949,5201.23130348636,4502.275115,1.20922729953692,0.789968,200,200,TRUE
"33_S3_n100_d50_scI_b2_eta0.2_a1_dm0_gibbs","S3","BalMed",200,200,0.705115427494641,0.0384487608279743,0.0200588784128641,0.285565525304505,0.79,0.0288733153916994,0.75847567515415,0.805,0.0280859234399972,-0.00127847021524498,0.8,0.309767323799537,0.897436125710638,0.0126595682051343,0.40251911032263,0.652141128642594,0.0130800657278744,4320.01367739543,4120.413245,1.05058909337757,0.79483175,200,200,TRUE
"34_S3_n100_d50_scI_b0_eta0.2_a3_dm0_gibbs","S3","BalMed",200,200,-0.0356831743868625,-0.0356831743868625,0.00318989626675734,0.0574299672180392,0.73,0.0314714515284334,0.133868282359874,0.27,0.0314714515284334,0.104641682955205,0.485,0.234334708011698,0.845165056714231,0.0101385673905784,0.562614011018159,0.760388221198763,0.00569396930473242,4989.28151760259,4597.225735,1.13381070984008,0.851238,200,200,TRUE
"35_S3_n100_d50_scI_b2_eta0.2_a3_dm0_gibbs","S3","BalMed",200,200,0.799092115236433,0.132425448569766,0.0119095683821055,0.213921072873771,0.585,0.0349281387189735,0.44992335561106,0.965,0.0130278017366881,0.0746231747164491,0.7,0.274990073160297,0.846894589577707,0.0103175749126824,0.566887595002891,0.761250301953635,0.00566461914828705,2927.22122407834,4146.579465,0.706051199188113,0.88203775,200,200,TRUE
"36_S3_n100_d50_scI_b0_eta0.2_a5_dm0_gibbs","S3","BalMed",200,200,-0.0450932084193921,-0.0450932084193921,0.00328165761115392,0.0646257185975272,0.68,0.0330676176445086,0.134614811310187,0.32,0.0330676176445086,0.124154588326953,0.41,0.226730595888686,0.782637216710701,0.00912179293716651,0.62579126573917,0.789864299784543,0.00481071814155698,4953.97096712581,4128.425925,1.20096492236409,0.89471925,200,200,TRUE
"37_S3_n100_d50_scI_b2_eta0.2_a5_dm0_gibbs","S3","BalMed",200,200,0.817395795784226,0.150729129117559,0.00988992567923377,0.205386430230311,0.575,0.0350430460345114,0.40449282895439,0.985,0.0086166252765093,0.0973128357217396,0.605,0.265076178150232,0.783103703654549,0.00869875104874464,0.628179895923549,0.789657013540799,0.00472967195698777,3607.05739574256,5831.60501,0.698316146283932,0.9232145,200,200,TRUE
"38_S3_n100_d50_scI_b0_eta0.2_a10_dm0_gibbs","S3","BalMed",200,200,-0.0532587415964721,-0.0532587415964721,0.00349678650718499,0.0725931760975449,0.57,0.0350949895491833,0.13783114380095,0.43,0.0350949895491833,0.145817644670391,0.3,0.22240607582246,0.750305582428648,0.00589834019449905,0.665908894477158,0.79988700460467,0.00444202349414515,5139.34871436599,5850.930385,0.995827779148099,0.9199305,200,200,TRUE
"39_S3_n100_d50_scI_b2_eta0.2_a10_dm0_gibbs","S3","BalMed",200,200,0.821111737348096,0.154445070681429,0.00998316334050993,0.209012742109587,0.55,0.0352663946692148,0.380719733041865,0.99,0.00705327893384297,0.122093125422225,0.445,0.259162497188064,0.75090499008458,0.00598180072916241,0.663541809097444,0.796615295378565,0.00439585220729618,4087.98326665043,4166.010015,0.980400814442182,0.94286975,200,200,TRUE
"40_GvMH_n100_d50_scI_b2_eta0.2_a3_dm0_gibbs","GvMH","BalMed",200,200,0.799092115236433,0.132425448569766,0.0119095683821055,0.213921072873771,0.585,0.0349281387189735,0.44992335561106,0.965,0.0130278017366881,0.0746231747164491,0.7,0.274990073160297,0.846894589577707,0.0103175749126824,0.566887595002891,0.761250301953635,0.00566461914828705,2927.22122407834,4515.23386,0.678364451170821,0.88203775,200,200,TRUE
"41_GvMH_n100_d50_scI_b2_eta0.2_a3_dm0_mh","GvMH","BalMed",200,200,0.799023332925053,0.132356666258386,0.0120868416801544,0.215848427655742,0.575,0.0350430460345114,0.463706891381742,0.955,0.014695399751941,0.0748287684640669,0.685,0.273452935627637,0.799908405934013,0.0121900436702796,0.560292550408829,0.759016693890533,0.00556552965032337,1716.60019135665,14571.35528,0.118257987317172,0.0377333,200,200,TRUE
